贺岁片,#genre#
四川影视,http://scgctvshow.sctv.com/hdlive/sctv5/1.m3u8
经典电影,http://tx2play1.douyucdn.cn/85894rmovieChow_4000p.xs?uuid=
yy金典,http://hpull.kktv8.com/livekktv/104621340/playlist.m3u8
yy影视,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
阿坝综合,http://222.214.9.34:90/live/zhpd.m3u8
海西TV,http://stream.haixitv.cn/1/sd/live.m3u8
淮安影视,http://stream.habctv.com/ysyl/sd/live.m3u8
重庆影视,http://219.153.252.50/PLTV/88888888/224/3221225638/1.m3u8
安微影视,http://zbbf2.ahtv.cn/live/756.m3u8

艺优腾,#genre#
名侦探柯南,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380158422
杨幂,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380717822
江苏卫视,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380175922
收视冠军,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380128522#http://baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c16_lb_shoushiguanjun_720p_t5/c16_lb_shoushiguanjun_720p_t5.m3u8
童年经典,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380183622
真人秀,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380191822
爆笑虫子,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380221522
动画电影,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380206422#http://120.232.170.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c15_lb_donghuadianying_720p_t5/c15_lb_donghuadianying_720p_t5.m3u8
怀旧剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=401310322
经典重温,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115222#http://120.241.39.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c16_lb_jingdianchongwen_720p_t5/c16_lb_jingdianchongwen_720p_t5.m3u8
猫和老鼠,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380158622
铠甲勇士,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380183522
炊事班的故事,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380158222
戏曲,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380229122
人文社会,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380116022
科学探索,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115722
王牌对王牌,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380228622
婚姻剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380720822
文化奇谈,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380207122
经典纪实,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380722222
科技前线,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380121622
湖南卫视,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380138522
绝地求生,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380192022
倪大红,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380718622
旅游攻略,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380121122
军事观察,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380121222#http://120.241.39.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c20_lb_junshiguancha_720P_t5/c20_lb_junshiguancha_720P_t5.m3u8
怀旧动画,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380176422
爱情保卫战,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380191922
惊悚午夜,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380174022#http://120.241.39.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c16_lb_jingnawuyechang_720p_t5/c16_lb_jingnawuyechang_720p_t5.m3u8
奥特曼,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380176222
杨紫,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380222522
办公室故事,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380719422
情感调解,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115522
权谋剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380721222
赵丽颖,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380666422
宰相刘罗锅,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380717022
天骐播客,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380186622
军旅剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115122#http://120.232.170.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c17_lb_junlvjuchang_720p_t5/c17_lb_junlvjuchang_720p_t5.m3u8
儿歌大全,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380221922
纪晓岚,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380715022
宠物台,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=400300122
日韩院线,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=401310522
老戏骨飙戏,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380720222
仙侠玄幻,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380176122#http://120.233.49.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c18_lb_xianxiaxuanhuan_720p_t5/c18_lb_xianxiaxuanhuan_720p_t5.m3u8
豆瓣高分,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380173922#http://baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c15_lb_wuxingyingyuan_720p_t5/c15_lb_wuxingyingyuan_720p_t5.m3u8
靳东,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380718222
我的前半生,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380715622
朱亚文,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380716822
老剧超清,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380717422
琅琊榜,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380215922
特种兵,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380719222
下饭频道,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380121722
周末影院,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380228922#http://120.233.49.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c15_lb_fengxiaogang_720p_t5/c15_lb_fengxiaogang_720p_t5.m3u8
脱口秀,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380189522
奇妙世界,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380121322
英文儿歌,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380221822
英雄联盟,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380124822
动画小天地,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380206722
唐嫣,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380718422
城乡生活,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380720022
胡歌,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380716422
重磅综艺,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380189322
美食厨房,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380187022
亲子小游戏,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380191722
宝宝巴士,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380222622
动作电影,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380173422#http://120.241.39.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c15_lb_dongzuodianying_720p_t5/c15_lb_dongzuodianying_720p_t5.m3u8
郭德纲,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380207322
经典港片,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380173722#http://120.233.49.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c18_lb_jingdianguangpian_720p_t5/c18_lb_jingdianguangpian_720p_t5.m3u8
伪装者,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380715422
贝瓦儿歌,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380222322
儿童乐园,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380188722
神探狄仁杰,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380714822
相亲选秀,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115622
养生堂,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380216222
谍战剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380215722#http://120.232.170.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c18_lb_diezhanjuchang_720p_t5/c18_lb_diezhanjuchang_720p_t5.m3u8
国剧修复,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380717622
宝宝课堂,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380186522
亲子启蒙,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380185522
小猪佩奇,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380221622
电影大片,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380187322#http://120.241.39.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c19_lb_dianyingjingxuan_720p_t5/c19_lb_dianyingjingxuan_720p_t5.m3u8
东方卫视,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380165322
央视大剧,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380228822
爆笑精选,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380192122
自然地理,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115822
王凯,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380718022
巧虎,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380222922
口碑年代剧,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380719822
历史秘闻,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115922#http://120.233.49.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c18_lb_lishimiwen_720P_t5/c18_lb_lishimiwen_720P_t5.m3u8
玩具乐园,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380185422
兔小贝儿歌,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380222422
倒霉熊,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380221722
宫廷正剧,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115322#http://120.233.49.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c19_lb_niandaijuchang_720p_t5/c19_lb_niandaijuchang_720p_t5.m3u8
浙江卫视,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115422
家有儿女,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380717222
华语院线,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380718822
温情影院,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380229022#http://baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c17_lb_chenglong_720p_t5/c17_lb_chenglong_720p_t5.m3u8
家庭剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380114922#http://120.232.170.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c19_lb_jiatingjuchang_720p_t5/c19_lb_jiatingjuchang_720p_t5.m3u8
青春剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380216122#http://120.241.39.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c18_lb_qingchunjuchang_720p_t5/c18_lb_qingchunjuchang_720p_t5.m3u8
情景喜剧,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115022#http://120.241.39.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c16_lb_qingjingxiju_720p_t5/c16_lb_qingjingxiju_720p_t5.m3u8
广场舞大全,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380186322
老年剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380720622
小说改编,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380721022
悠然小天,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380206822
张嘉译,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380666222
抗战剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380215422#http://120.233.49.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c17_lb_kangzhanjuchang_720p_t5/c17_lb_kangzhanjuchang_720p_t5.m3u8
奔跑吧,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380716022
我的世界,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380124922
喜羊羊,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380183422
聂远,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=401310122
票房收割机,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380173822#http://120.232.170.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c19_lb_heibangdianying_720p_t5/c19_lb_heibangdianying_720p_t5.m3u8
大宅门,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=dzm1
射雕英雄传,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jysdyxz#http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jysdyxz2
成龙,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=cl
吴彦祖,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wyz#http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wyz2
葫芦兄弟,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hlxd
小伶玩具,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=xlwj
水浒传,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=shz
欢乐颂,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hls
梁家辉,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=ljh
郭富城,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=gfc
林正英,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=lzy
周星驰,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zxc#http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zxc2#http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zxc3
海底小纵队,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hdxzd
水浒传,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=shz98
汪汪队立大功,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wwdldg
猫和老鼠,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=mhls
哆啦A梦,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jqm
英雄联盟,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=yxlm
火影忍者,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hyrz
济公游记,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jg
吴京,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wj
西游记,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=xyj
我不是药神,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wbsys
黄渤,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hb
超级宝贝JOJO,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jojo
李连杰,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=llj
周润发,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zrf2
周润发粤语,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zrf
黎明,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=lm
张学友,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zxy
郑中基,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zzj
林志玲,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=lzl
任达华,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=rdh
刘德华,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=ldh#http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=ldh2
李连杰电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=llj2
成龙电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=cl2
刘青云,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=lqy
沈腾,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=st
古天乐,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=gtl
谢霆锋,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=xtf
张国荣,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zgr
宋慧乔宋仲基,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=shqszj
奥斯卡经典,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=ask
欧美英雄,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=omyx
欧美大片,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=omdp
粤语天堂,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=yueyutt
粤语综艺,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=yydyzy
警匪电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jfdy
粤语片,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=yueyu
电影港片,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=dygpdp
悬疑电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=xydy
武侠电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wxdy
亲子厅,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=qzt
硬汉厅,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=yht
少女厅,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=snt
爱国影片,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=agyp
爱国电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=agdy#http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=agdy2
经典校园,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=xyqc
热血电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=rxdy
动作电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=dzdy
科幻电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=khdy
金庸武侠,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jywx#http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jywx2
动画电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=dhdy
动作大片,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=dydzdp
喜剧大片,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=dyxjdp
爱情大片,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=dyaqdp
罗曼蒂克,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=lmdk
古墓探险,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=gmtx
盗墓电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=daomu
红色经典,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hsjd
欢乐集结号,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hljjh
一站到底,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=yzdd
女团们来了,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=nvtuan
搞笑视频,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=gxsp
军事节目,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jsjm
神奇的大自然,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=sqddzr
激荡中国,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jdzg
大美中国,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=dmzg
图鉴中国,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=tjzg
中国式相亲,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zgsxq
筑梦情缘,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zmqy
推手,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=ts
择天记,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=ztj
楚乔传,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=cqz
封神榜,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=fsb
谎言的诱惑,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hydyh
风云2,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=fy2
搞笑一家人,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=gxyjr
滚滚红尘,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=gghc
我们的八十年代,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=80nd
如果可以这样爱,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=rgkyzya
温暖的弦,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wndx
情满四合院,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=qmshy
小猪佩奇1,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=xzpq
超级飞侠,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=cjfx
杰力豆,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jld
天生要完美,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=tsywm
我的团长我的团,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wdtzwdt
周润发古天乐,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=yyzrfgtl
刘德华刘青云,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=yypldhlqy
澳门风云,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1211066572
徐克导演,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1210678215
匆匆那年,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1336729559
悲伤的故事,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1210701541
猫和老鼠,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1210982456
爱情公寓3,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1210965502
欢乐喜剧,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1302956055
童话的王国,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1302956812
唐伯虎点秋香,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1307806692
一场NOW剧,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1307693245
遇见你之前,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1336731435
煎饼侠,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1307798181
唐人街探案2,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1302958397
名侦探柯南,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1302958037
食神,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1211146384
闪耀NOW时刻,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1340121592
生化危机：诅咒,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1302957637
无名之辈,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1210673515
美人鱼,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1210589615
龙猫,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1212999502
一又二分之一的夏天,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1305611564
吐槽大会第二季,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1210669419
私人订制,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1302957192
拜托了冰箱第一季,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1307755876
拜托了冰箱第三季,http://cdn.chxjon.cn/iptv/QQ582185381/now.php?id=1307762258
企鹅电竞,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=432863
企鹅电影,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=382971876
周星驰喜剧,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=199681168
漫威DC,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=616645877
三国,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=384343974
周星驰24小时,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=336052518
僵尸鬼片,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=157023183
星爷英叔,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=142576940
名侦探柯南24H,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=616512747
名侦探柯南,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=158617293
柯南直播间,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=410903700
坑王驾到,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=620346223
新三国,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=153607630
电视剧古装,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=511553134
新三国,http://cdn.chxjon.cn/iptv/QQ582185381/egame.php?id=195646113

咪咕,#genre#
优漫卡通,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=626064703
金鹰纪实,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=623604663
嘉佳卡通,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=614952364
快乐儿歌,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=661194001
益智学堂,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=661194088
梦幻童话,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=661194200
英语启蒙,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=661194207
哈哈炫动,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=651638619
黄金剧场,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=625155140
军旅剧场,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=625643517
抗战老片,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=625542372
少林剧场,http://cdn.chxjon.cn/iptv/QQ582185381/migu.php?id=625526423
